6,r,244968,8,98,13418733000,10526
6,r,244976,8,98,13418802000,10403
6,r,245312,8,99,13419012000,10411
6,w,244968,8,98,13419208000,10417
6,w,244960,8,98,13419278000,9198
6,w,244936,8,98,13419544000,9206
6,r,244936,8,98,13419614000,9210
6,w,244920,8,98,13419810000,9217
6,w,244912,8,98,13419880000,8723
6,w,244904,8,98,13420013000,8727
6,w,244824,8,98,13420132000,8732
6,r,244824,8,98,13420202000,8736
6,w,244864,8,98,13420271000,8740
6,r,244824,8,98,13420341000,8744
6,w,244808,8,98,13420508000,8751
6,r,20496,8,99,13420578000,8272
6,r,245705,8,99,13421306000,140735678696970
6,r,245713,8,99,13421383000,140735678696970
6,r,244808,8,98,13421803000,140735678696989
6,w,244844,4,98,13421929000,8756
6,r,244844,4,98,13422048000,8759
6,w,244848,4,98,13422405000,8773
6,w,244872,8,98,13422475000,8776
6,r,244872,8,98,13422545000,8784
6,w,244836,4,98,13422643000,8788
6,w,244852,4,98,13422762000,8791
6,w,244856,4,98,13422881000,8798
6,r,244848,4,98,13422951000,8805
6,r,244864,8,98,13423196000,8814
6,w,244880,8,98,13423406000,8821
6,r,244848,4,98,13423476000,8825
6,w,244832,4,98,13423930000,8830
6,r,244832,4,98,13424049000,8944
6,r,244832,4,98,13424210000,8835
6,r,244880,8,98,13424406000,8848
6,r,245705,4,99,13424602000,8855
6,w,244860,4,98,13424700000,8857
6,r,244860,4,98,13424770000,8860
6,r,244852,4,98,13424931000,8863
6,w,244860,4,98,13425029000,8867
6,r,244860,4,98,13425148000,8870
6,w,244808,8,98,13425344000,8880
6,w,244800,8,98,13425414000,8633
6,w,244796,4,98,13425533000,8637
6,w,244792,1,98,13425652000,8642
6,r,244792,1,98,13425771000,8645
6,r,244796,4,98,13425869000,8649
6,r,244800,8,98,13426099000,8658
6,r,244808,8,98,13426197000,8659
6,w,244860,4,98,13426295000,8885
6,r,244860,4,98,13426365000,8888
6,r,244856,4,98,13426463000,8891
6,w,244860,4,98,13426610000,8895
6,r,244860,4,98,13426680000,8898
6,r,244836,4,131170,13426778000,8901
6,w,244836,4,98,13426827000,8901
6,r,244836,4,98,13426897000,8904
6,w,244808,8,98,13427093000,8914
6,w,244800,8,98,13427163000,8633
6,w,244796,4,98,13427296000,8637
6,w,244792,1,98,13427415000,8642
6,r,244792,1,98,13427534000,8645
6,r,244796,4,98,13427632000,8649
6,r,244800,8,98,13427848000,8658
6,r,244808,8,98,13427960000,8659
6,w,244836,4,98,13428107000,8919
6,r,244836,4,98,13428177000,8922
6,w,244836,4,98,13428583000,8937
6,r,244832,4,131170,13428653000,8940
6,w,244832,4,98,13428702000,8940
6,r,244832,4,98,13428772000,8944
6,r,244832,4,98,13428919000,8835
6,r,244880,8,98,13429115000,8848
6,r,245709,4,99,13429311000,8855
6,w,244860,4,98,13429423000,8857
6,r,244860,4,98,13429493000,8860
6,r,244852,4,98,13429640000,8863
6,w,244860,4,98,13429738000,8867
6,r,244860,4,98,13429857000,8870
6,w,244808,8,98,13430053000,8880
6,w,244800,8,98,13430123000,8633
6,w,244796,4,98,13430242000,8637
6,w,244792,1,98,13430361000,8642
6,r,244792,1,98,13430494000,8645
6,r,244796,4,98,13430592000,8649
6,r,244800,8,98,13430808000,8658
6,r,244808,8,98,13430906000,8659
6,w,244860,4,98,13431004000,8885
6,r,244860,4,98,13431074000,8888
6,r,244856,4,98,13431172000,8891
6,w,244860,4,98,13431319000,8895
6,r,244860,4,98,13431618000,8898
6,r,244836,4,131170,13431730000,8901
6,w,244836,4,98,13431779000,8901
6,r,244836,4,98,13431849000,8904
6,w,244808,8,98,13432045000,8914
6,w,244800,8,98,13432115000,8633
6,w,244796,4,98,13432234000,8637
6,w,244792,1,98,13432353000,8642
6,r,244792,1,98,13432472000,8645
6,r,244796,4,98,13432570000,8649
6,r,244800,8,98,13432800000,8658
6,r,244808,8,98,13432898000,8659
6,w,244836,4,98,13433045000,8919
6,r,244836,4,98,13433115000,8922
6,w,244836,4,98,13433507000,8937
6,r,244832,4,131170,13433577000,8940
6,w,244832,4,98,13433626000,8940
6,r,244832,4,98,13433696000,8944
6,r,244848,4,98,13433906000,8950
6,r,244864,8,98,13434151000,8959
6,w,244888,8,98,13434347000,8966
6,w,244840,4,98,13434466000,8970
6,r,244844,4,98,13434536000,8977
6,r,244888,8,98,13435236000,9025
6,r,245714,1,99,13435432000,9033
6,r,244840,4,131170,13435677000,9042
6,w,244840,4,98,13435726000,9042
6,r,244888,8,98,13435859000,9045
6,r,245713,1,99,13435957000,9049
6,r,244840,4,131170,13436167000,9055
6,w,244840,4,98,13436216000,9055
6,r,244844,4,98,13436286000,9058
6,r,244836,4,131170,13436384000,9061
6,w,244836,4,98,13436433000,9061
6,r,244836,4,98,13436503000,9064
6,w,244808,8,98,13436699000,9069
6,w,244800,8,98,13436769000,8660
6,w,244796,4,98,13436888000,8664
6,r,244796,4,98,13436958000,8667
6,r,244796,4,131170,13437139000,8673
6,w,244796,4,98,13437159000,8673
6,r,244796,4,98,13437229000,8676
6,w,244796,4,98,13437396000,8685
6,r,244796,4,98,13437466000,8688
6,r,244796,4,131170,13437633000,8694
6,w,244796,4,98,13437653000,8694
6,r,244796,4,98,13437723000,8697
6,w,244796,4,98,13437890000,8706
